4.24, 34.80
4.89, 34.91
5.59, 35.04
6.13, 35.14
6.76, 35.30
7.44, 35.45
8.26, 35.44
9.13, 35.42
9.92, 35.40
10.81, 35.53
11.54, 35.70
12.33, 35.73
13.07, 35.78
13.92, 35.79
14.68, 35.84
15.43, 35.84
16.30, 35.91
16.88, 35.95
17.46, 36.12
17.86, 36.28
18.46, 36.24
18.99, 36.24
19.88, 36.26
20.77, 36.26
21.94, 36.26
22.77, 36.26
23.64, 36.26
24.30, 36.36
25.01, 36.41
25.45, 36.58
26.16, 36.89
26.72, 36.86
27.27, 36.86
25.75, 36.72
27.77, 36.93
28.27, 36.88
28.95, 36.72
29.58, 36.81
30.26, 36.84
30.84, 36.68
31.40, 36.50
31.92, 36.33
32.50, 36.09
33.19, 35.89
34.06, 35.82
34.61, 35.58
35.13, 35.37
35.71, 35.26
36.34, 35.08
37.07, 34.86
37.70, 34.63
38.24, 34.39
38.82, 34.12
39.36, 33.79
39.97, 33.56
40.50, 33.41
41.20, 33.30
41.81, 33.13
42.31, 32.90
42.75, 32.59
43.39, 32.37
43.96, 32.22
44.38, 31.99
44.92, 31.71
45.46, 31.74
45.97, 31.80
46.38, 31.61
46.62, 31.28
46.97, 30.90
47.62, 30.90
48.18, 30.81
48.64, 30.60
49.14, 30.31
49.57, 30.30
50.19, 30.20
50.62, 29.92
51.04, 29.62
51.59, 29.46
52.09, 29.46
52.57, 29.40
53.19, 29.41
53.62, 29.13
54.03, 28.85
54.46, 28.57
54.98, 28.33
55.62, 28.30
56.19, 28.30
56.69, 28.02
57.14, 27.75
57.82, 27.65
58.37, 27.56
58.82, 27.42
59.37, 27.28
59.97, 27.16
60.53, 26.97
61.09, 26.82
61.47, 26.51
61.93, 26.12
62.61, 26.11
63.18, 26.06
63.60, 25.83
64.11, 25.59
64.82, 25.48
65.48, 25.33
66.18, 25.08
66.76, 24.88
67.32, 24.63
67.65, 24.32
68.03, 24.11
68.63, 24.19
69.20, 24.32
69.60, 24.06
70.08, 23.75
70.52, 23.36
71.04, 23.18
71.58, 23.12
72.18, 23.11
72.70, 22.94
73.18, 22.76
73.60, 22.49
74.10, 22.20
74.55, 22.04
74.96, 21.86
75.30, 21.58
75.65, 21.11
75.97, 20.57
76.46, 20.09
76.91, 19.63
77.23, 19.15
77.51, 18.58
77.78, 17.93
78.22, 17.33
78.62, 16.87
78.98, 16.50
79.43, 16.14
79.88, 15.67
80.40, 15.18
80.85, 14.77
81.30, 14.30
81.67, 13.83
82.14, 13.51
82.65, 13.33
82.93, 13.31
